city,companyId,companySize,businessZones,firstType,secondType,education,industryField,positionId,positionAdvantage,positionName,positionLables,salary,workYear
北京,7600,150-500人,"['东直门', '三里屯', '左家庄']",运营,运营,本科,移动互联网,2105114,"大数据行业,团队优秀",TalkingData市场研究及数据分析师,"['分析师', '数据分析', '数据']",6k-12k,1-3年
北京,3038,500-2000人,"['中关村', '知春路', '双榆树']",技术,后端开发,本科,数据服务,1550107,发展前景好 技术牛 弹性工作 六险一金,高级大数据开发工程师,"['大数据', '数据库', '数据']",15k-25k,1-3年
北京,50702,2000人以上,,市场与销售,市场/营销,不限,"移动互联网,O2O",2460484,平台好，发展空间大,数据分析师-绩效方向,"['分析师', '数据分析', '数据']",8k-15k,1年以下
北京,82991,50-150人,"['望京', '来广营', '花家地']",技术,后端开发,本科,"企业服务,数据服务",938589,大牛担任导师，工程师文化，技术驱动,大数据研发工程师,"['大数据', '数据']",15k-30k,1-3年
北京,4188,500-2000人,,技术,后端开发,本科,"移动互联网,金融",2543293,16薪+节日礼品+带薪休假+弹性工作,数据开发,"['大数据', '数据库', '数据']",8k-12k,1-3年
北京,1992,500-2000人,,金融,风控,本科,金融,2483674,六险一金、年底奖金、福利多样,风险数据分析师,"['分析师', '数据分析', '数据']",8k-15k,1-3年
北京,82932,150-500人,"['三里屯', '工体', '团结湖']",技术,后端开发,本科,"移动互联网,游戏",2432593,餐补，年终奖，五险一金（入职即上），团建,数据处理工程师,['数据'],10k-17k,1-3年
北京,133,500-2000人,"['姚家园', '十里堡', '高碑店']",技术,后端开发,硕士,"移动互联网,信息安全",2166664,上市公司，领导nice，核心团队~,大数据开发工程师,"['大数据', '数据库', '数据']",25k-35k,1-3年
北京,142642,50-150人,['朝外'],市场与销售,金融类-天使投资/VC/PE,大专,金融,2330617,"底薪6k,五险双休,带薪培训,不加班",分析师,['分析师'],6k-12k,1年以下
北京,356,150-500人,"['西二旗', '龙泽', '回龙观']",开发/测试/运维类,后端开发,本科,"移动互联网,数据服务",2570607,五险一金、绩效工资、项目奖金、半年调薪,大数据平台开发工程师,"['数据挖掘', 'Java', 'spark', 'hadoop', '数据平台']",15k-25k,1-3年
北京,3038,500-2000人,"['中关村', '知春路', '双榆树']",技术,后端开发,本科,数据服务,1181144,发展空间大 五险一金 牛人多 弹性工作制,高级大数据开发工程师,"['大数据', '数据库', '数据']",15k-30k,1-3年
北京,102322,2000人以上,,市场与销售,市场/营销,本科,"移动互联网,O2O",2329969,大平台大数据，行业前端，六险一金,活动数据分析师,"['活动', '分析师', '数据分析', '数据']",8k-12k,1-3年
北京,5754,150-500人,"['工体', '三里屯', '朝外']",技术,后端开发,本科,"移动互联网,社交网络",1711025,高度自由的技术氛围，丰厚的福利待遇奖金,数据开发工程师,"['大数据', '数据库', '数据']",15k-30k,1-3年
北京,1914,2000人以上,"['中关村', '北京大学', '苏州街']",技术,后端开发,硕士,"数据服务,文化娱乐",2442383,"技术驱动,团队大牛,薪酬福利,提升空间",数据分析工程师,"['数据分析', '数据']",10k-20k,1-3年
北京,114149,15-50人,"['望京', '大山子', '花家地']",运营,运营,本科,金融,2547496,五险一金 绩效奖金 发展空间大,数据分析,"['数据分析', '数据']",7k-10k,1-3年
北京,17751,2000人以上,"['北苑', '来广营']",运营,运营,本科,O2O,2478351,D轮融资 超nice团队 弹性工作,广告投放数据分析师,"['分析师', '数据分析', '广告', '数据']",12k-24k,1-3年
北京,7182,500-2000人,"['来广营', '望京']",运营,运营,本科,教育,2519955,五险一金 免费学习机会 快速晋升,数据分析专员,"['数据分析', '数据']",6k-10k,1年以下
北京,50702,2000人以上,,设计,用户研究,本科,"移动互联网,O2O",2367682,免费班车股票期权带薪年假绩效奖金五险一金,数据分析师-（美团外卖app）,"['分析师', '数据分析', '移动端', '数据']",15k-30k,1-3年
北京,82991,50-150人,"['望京', '来广营', '花家地']",技术,后端开发,本科,"企业服务,数据服务",1558053,奇虎360旗下大数据公司，大数据服务领导者,大数据研发工程师,"['大数据', '数据']",20k-40k,1-3年
北京,142642,50-150人,['朝外'],金融,天使投资/VC/PE,大专,金融,2456586,"弹性工作,五险双休,无加班,高提成",分析师,['分析师'],6k-12k,1年以下
北京,18165,150-500人,,技术,后端开发,不限,"移动互联网,教育",2517702,前景巨大 福利全,数据开发工程师,"['大数据', '后端开发', '数据库', '数据']",20k-40k,1-3年
北京,1730,150-500人,"['望京', '大山子', '酒仙桥']",市场与销售,投资,本科,移动互联网,2452465,坐拥秒拍 小咖秀 一直播三款爆棚产品,分析师 / 投资,"['分析师', '投资']",10k-20k,1-3年
北京,91667,15-50人,"['国贸', 'CBD', '建外大街']",开发/测试/运维类,数据开发,本科,"金融,数据服务",2542951,"五险一金,弹性工作制,下午茶零食,带薪年假",数据研发工程师,"['数据挖掘', '数据']",15k-20k,1-3年
北京,55446,500-2000人,,运营,运营,本科,"移动互联网,O2O",2243755,免费三餐、工作环境好、六险一金,新房数据专员,['数据'],6k-12k,1-3年
北京,112117,少于15人,"['东四', '朝阳门', '海运仓']",技术,后端开发,本科,"数据服务,企业服务",1486231,高速成长的公司、行业领先的薪酬和期权激励,数据工程师,['数据'],15k-25k,1-3年
北京,113956,50-150人,"['蓟门桥', '北太平庄', '大钟寺']",技术,数据开发,本科,"电子商务,移动互联网",1936852,创业公司 团队来自BAT 扁平化管理,数据平台,"['平台', '数据挖掘', '数据']",15k-28k,1-3年
北京,107423,2000人以上,"['上地', '马连洼', '西二旗']",技术,后端开发,本科,O2O,2065400,复杂业务逻辑 超强挑战 等你应战！,数据分析师SQL/Python,"['分析师', '数据分析', 'Python', '数据']",18k-28k,1-3年
北京,36162,150-500人,"['望京', '大山子', '花家地']",技术,运维安全,本科,"移动互联网,教育",2031072,"技术氛围,期权",数据仓库,"['数据仓库', '数据']",20k-40k,1-3年
北京,146195,少于15人,['望京'],金融,天使投资/VC/PE,本科,企业服务,2544117,五险一金 带薪年假 公司班车,分析师,['分析师'],10k-20k,1-3年
北京,25322,2000人以上,"['广安门', '大观园', '广外大街']",技术,管理岗,本科,"移动互联网,数据服务",2507717,舞台大 发展前景广阔,数据项目需求分析师,"['分析师', '管理岗', '数据', '需求分析']",10k-17k,1-3年
北京,18497,15-50人,"['上地', '马连洼', '颐和园']",技术,后端开发,本科,数据服务,2416226,职业团队，技术驱动，领导nice，福利好,数据工程师,['数据'],15k-30k,1-3年
北京,25027,50-150人,"['五道口', '学院路', '北航']",技术,后端开发,本科,"移动互联网,教育",884378,弹性工作，高薪期权，技术大拿，创业氛围,数据分析算法工程师,"['数据分析', '数据', '算法']",10k-20k,1-3年
北京,50702,2000人以上,"['望京', '来广营']",技术,后端开发,本科,"移动互联网,O2O",2382271,核心部门，平台大，待遇优，发展空间大,高级数据分析师&nbsp;-金融,"['分析师', '数据分析', '金融', '数据']",8k-15k,1-3年
北京,82991,50-150人,"['望京', '来广营', '花家地']",技术,后端开发,硕士,"企业服务,数据服务",1007031,奇虎360旗下大数据公司，大数据服务领导者,大数据平台开发,"['平台', '大数据', '数据']",20k-40k,1-3年
北京,79922,150-500人,"['上地', '马连洼', '西二旗']",金融,投融资,本科,"移动互联网,金融",2554613,"区块链技术,扁平管理,稳定创业,发展空间大",投资分析师,"['分析师', '投资']",8k-15k,1-3年
北京,45485,15-50人,,设计,用户研究,硕士,移动互联网,2504506,让你成为更好的自己,量表分析师,['分析师'],10k-15k,1-3年
北京,1866,50-150人,"['西坝河', '三元桥', '国展']",技术,后端开发,本科,旅游,2124263,"半年调薪,专项奖金,期权激励,工程师文化",数据分析与算法工程师,"['旅游', '数据分析', '数据', '算法']",10k-20k,1-3年
北京,91793,15-50人,,技术,后端开发,本科,"移动互联网,O2O",2555948,14-16薪+7险一金+超赞的福利！,大数据架构师/数据仓库架构师,"['数据仓库', '大数据', '架构师', '数据']",20k-40k,1-3年
北京,84244,50-150人,"['工体', '三里屯', '团结湖']",开发/测试/运维类,数据开发,本科,"企业服务,数据服务",2576712,海量数据，弹性上班,中级大数据开发工程师,"['中级', '大数据']",15k-20k,1-3年
北京,37949,150-500人,"['酒仙桥', '大山子', '将台路']",技术,后端开发,本科,"电子商务,硬件",2434221,"领导人好,扁平化管理,奖金丰厚",数据专员,['数据'],6k-8k,1-3年
北京,61921,2000人以上,"['北苑', '奥运村', '大屯']",技术,后端开发,本科,"移动互联网,金融",1384532,下载量最大、最具潜力互联网金融产品,大数据工程师,"['大数据', '数据']",15k-30k,1-3年
北京,31356,150-500人,,技术,企业软件,本科,移动互联网,2533099,五险一金，绩效奖金，免费班车，弹性上班,数据研发工程师,['数据'],15k-20k,1-3年
北京,443,150-500人,"['上地', '马连洼', '西二旗']",产品/需求/项目类,数据分析,本科,"移动互联网,旅游",2572947,发展前景好，晋升空间大,数据分析,"['数据分析', '数据']",12k-18k,1-3年
北京,27234,50-150人,"['来广营', '望京']",金融,天使投资/VC/PE,本科,"移动互联网,社交网络",2507740,"锻炼机会,五险一金,平台好",分析师,['分析师'],6k-12k,1-3年
北京,142642,50-150人,['朝外'],金融,天使投资/VC/PE,大专,金融,2403873,"朝九晚六,双休五险,全勤奖,弹性工作",分析师,['分析师'],6k-12k,1-3年
北京,67227,2000人以上,"['望京', '来广营']",技术,后端开发,本科,"移动互联网,文化娱乐",2454899,优秀团队，发展前景好，免费班车,大数据处理/分析(高级)工程师,"['大数据', '数据']",10k-20k,1-3年
北京,36162,150-500人,,技术,后端开发,本科,"移动互联网,教育",1971299,14薪 股票期权 年度旅游 弹性工作,数据策略,"['策略', '数据']",15k-30k,1-3年
北京,50702,2000人以上,"['望京', '来广营']",技术,后端开发,本科,"移动互联网,O2O",2369934,核心部门，平台大，待遇优，发展空间大,高级数据分析师 -金融,"['分析师', '数据分析', '金融', '数据']",8k-15k,1-3年
北京,61921,2000人以上,,技术,后端开发,本科,"移动互联网,金融",2487103,九鼎控股；有钱任性；六险一金；福利好,大数据开发,"['大数据', '数据库', '数据']",18k-36k,1-3年
北京,123763,500-2000人,"['上地', '马连洼', '西二旗']",技术,数据开发,本科,"移动互联网,O2O",2144626,五八赶集孵化 团队成熟 靠谱项目,数据开发工程师,"['大数据', '数据挖掘', '数据库', '数据']",15k-25k,1-3年
北京,4836,2000人以上,"['大屯', '奥运村', '亚运村']",技术,后端开发,硕士,电子商务,1664824,弹性工作 晋升空间大,数据仓库工程师,"['数据仓库', '数据']",16k-25k,1-3年
北京,101912,150-500人,"['宣武门', '和平门', '菜市口']",市场与销售,数据分析,本科,"移动互联网,文化娱乐",2416103,"周末双休,朝九晚六,五险一金,宣武门",彩票数据分析,"['商业', '数据分析', '数据']",6k-8k,1-3年
北京,46137,150-500人,['四季青'],产品/需求/项目类,数据分析,本科,移动互联网,2521614,"薪酬福利好,升职空间大",非车数据分析岗,"['数据分析', '数据']",10k-15k,1-3年
北京,39406,15-50人,"['中关村', '双安', '双榆树']",运营/编辑/客服,编辑,本科,"企业服务,文化娱乐",2574994,五险一金、带薪年假、免费午餐、交通补贴,行业分析师,"['资深', '分析师']",5k-10k,1-3年
北京,55446,500-2000人,,技术,数据开发,本科,"移动互联网,O2O",2265011,优秀团队；免费三餐；能力提升大,资深数据分析,"['数据分析', '数据挖掘', '数据']",30k-45k,1-3年
北京,63383,2000人以上,"['西北旺', '马连洼', '上地']",产品,产品经理/产品设计师,本科,"企业服务,数据服务",2493166,前沿领域 快速成长,互联网产品经理 人工智能/大数据/ To B方向,"['产品经理', '大数据', '产品', '人工智能', '数据']",10k-12k,1-3年
北京,23291,500-2000人,"['五道口', '清华大学', '中关村']",技术,后端开发,本科,"移动互联网,硬件",1835794,"大数据,高流量,高逼格,小情怀",广告算法策略高级工程师/研究员（商业化大数据）,"['大数据', '广告', '策略', '数据', '算法']",20k-40k,1-3年
北京,766,150-500人,"['望京', '大山子', '花家地']",开发/测试/运维类,数据开发,本科,"移动互联网,O2O",2570481,带薪年假 公司旅游 定期体检 不限量零食,数据仓库工程师,"['高级', '中级', '数据分析', '算法', '数据挖掘', '数据']",15k-25k,1-3年
北京,14745,150-500人,"['大望路', 'CBD', '国贸']",运营,运营,本科,金融,2238135,核心团队 业内精英 弹性工作 股票期权,BI数据分析师,"['分析师', '数据分析', '数据', 'BI']",8k-15k,1-3年
北京,157453,15-50人,['学院路'],其他,服务业,本科,医疗健康,2578326,五险一金，双休,数据管理,"['医疗', '数据']",4k-8k,1-3年
北京,146146,50-150人,['中关村'],开发/测试/运维类,数据开发,本科,"企业服务,其他",2575733,五险一金，国家标准，工作环境优越,机器学习/大数据工程师,"['机器学习', '大数据', '数据']",10k-20k,1-3年
北京,16159,150-500人,"['知春路', '中关村', '双榆树']",开发/测试/运维类,数据开发,本科,"企业服务,数据服务",2573993,互联网行业、交通便利、年底双薪、年终奖,大数据开发工程师,"['中级', '大数据', '数据库', '数据']",10k-15k,1-3年
北京,50702,2000人以上,"['望京', '来广营']",开发/测试/运维类,数据开发,本科,"移动互联网,O2O",2572321,成长空间大，工作氛围愉快，15.5年薪,数据开发工程师,"['高级', '中级', '大数据', '数据仓库', '数据建模']",15k-30k,1-3年
北京,22858,150-500人,"['中关村', '苏州街', '苏州桥']",市场与销售,渠道/推广,本科,"金融,数据服务",2018297,福利待遇，发展前景，,数据合作,"['渠道', '数据']",10k-20k,1-3年
北京,31356,150-500人,,技术,企业软件,本科,移动互联网,2533095,五险一金，绩效奖金，免费班车，弹性上班,数据仓库工程师,"['数据仓库', '数据']",15k-20k,1-3年
北京,29496,150-500人,"['团结湖', '朝阳公园', '三里屯']",开发/测试/运维类,数据开发,硕士,"移动互联网,金融",2573593,六险一金 补充医疗 自助午餐 年度体检,数据科学家,['数据挖掘'],15k-30k,1-3年
北京,436,50-150人,"['酒仙桥', '大山子', '将台路']",技术,后端开发,本科,"移动互联网,游戏",2554131,年底双薪，年假充足，免费三餐及下午茶,大数据开发工程师,"['大数据', '数据库', '数据']",20k-30k,1-3年
北京,100054,150-500人,"['工体', '三里屯', '团结湖']",技术,运维安全,大专,文化娱乐,2181570,12天带薪年假+12天带薪病假 节日福利,数据管理员,"['DBA', '数据']",10k-20k,1-3年
北京,72257,150-500人,"['三元桥', '麦子店', '亮马桥']",金融,天使投资/VC/PE,本科,金融,1887167,"集团公司,扁平管理,六险一金,弹性工时",行研分析师,"['行业研究', '分析师']",8k-14k,1-3年
北京,2474,500-2000人,,产品,产品经理/产品设计师,本科,移动互联网,2503698,发展潜力大,数据产品经理,"['产品经理', '产品', '数据']",20k-30k,1-3年
北京,49451,15-50人,"['大屯', '奥运村', '亚运村']",市场与销售,金融类-天使投资/VC/PE,本科,企业服务,1308702,基本待遇、项目奖金,分析师,['分析师'],8k-15k,1-3年
北京,38486,500-2000人,,产品/需求/项目类,数据分析,本科,"移动互联网,教育",2567524,行业前景好 晋升空间大 老板nice,APP数据分析,"['数据分析', '移动端', '数据']",5k-7k,1年以下
北京,116752,150-500人,"['上地', '马连洼', '西二旗']",市场与销售,金融类-天使投资/VC/PE,本科,"电子商务,移动互联网",2523730,良好的职位晋升机会，丰厚的薪资待遇,投资经理/大数据方向,"['大数据', '顾问', '投资', '数据']",15k-30k,1-3年
北京,34844,50-150人,"['四惠', '十里堡', '甘露园']",设计,用户研究,本科,"移动互联网,O2O",2385954,变革电影行业，广阔发展空间，扁平化管理,商业数据分析师－经营分析（全职）,"['分析师', '数据分析', '数据', 'BI']",5k-10k,1-3年
北京,104601,500-2000人,"['上地', '马连洼', '西二旗']",技术,后端开发,本科,"O2O,生活服务",1752884,接触行业前沿 期权激励 团队成长空间大,数据分析工程师,"['数据分析', '数据']",20k-35k,1-3年
北京,30130,50-150人,"['中关村', '苏州桥', '苏州街']",开发/测试/运维类,数据开发,本科,"移动互联网,电子商务",2577425,"国企单位,稳定平台,职业发展,大数据平台",数据清洗工程师,"['中级', '初级', '数据分析', '数据挖掘', '数据']",6k-8k,1-3年
北京,33809,150-500人,"['大望路', '百子湾', '双井']",产品/需求/项目类,数据分析,不限,移动互联网,2552844,"带薪年假,定期体检,五险一金",数据分析,"['商业', '数据分析', '数据']",4k-7k,1-3年
北京,50702,2000人以上,"['大山子', '望京', '酒仙桥']",技术,DBA,本科,"移动互联网,O2O",1968479,核心业务，团队氛围好,数据仓库,"['数据仓库', '数据']",18k-30k,1-3年
北京,3786,2000人以上,"['CBD', '大望路']",开发/测试/运维类,前端开发/移动开发,本科,"移动互联网,金融",2578013,极客、互金大数据平台、学习培训机会,Android工程师--初级&amp;中级【大数据创新中心-宜信】,"['初级', 'Android', '移动端']",15k-25k,1-3年
北京,61921,2000人以上,"['北苑', '奥运村', '大屯']",技术,后端开发,本科,"移动互联网,金融",1041321,九鼎出品；有钱任性；五险一金；帅哥美女多,大数据,"['大数据', '数据']",15k-25k,1-3年
北京,31590,2000人以上,,技术,后端开发,不限,"移动互联网,生活服务",2205323,上市公司、弹性工作、车联网、大数据,数据分析工程师（068-XXS）,"['数据分析', '数据']",5k-8k,1-3年
北京,21244,50-150人,"['北苑', '来广营']",技术,软件开发,大专,其他,1943769,"五险一金,午餐补助,弹性工作,带薪年假",数据处理工程师,"['数据', '售前', 'arcgis', 'ENVI']",4k-8k,1-3年
北京,156192,15-50人,['呼家楼'],金融类,并购,硕士,金融,2578392,"五险一金,绩效奖金,带薪年假,午餐补助",财务分析师,"['分析师', '财务']",8k-15k,1-3年
北京,1866,50-150人,"['西坝河', '三元桥', '国展']",产品/需求/项目类,产品设计/需求分析,本科,旅游,2567475,行业领先产品 主导项目 期权激励 核心团队,数据产品经理,"['产品经理', '旅游', '产品', '海外', '数据', 'B端']",15k-30k,1-3年
北京,1491,50-150人,"['安贞', '和平街', '和平里']",运营,运营,大专,金融,1795893,六险一金，长期发展，体检，定期旅游,证券分析师,"['分析师', '证券']",8k-15k,1-3年
北京,24779,500-2000人,"['望京', '大山子', '花家地']",技术,后端开发,本科,移动互联网,527090,六险一金、节日礼物、年度旅游、与大牛并肩,数据分析工程师,"['数据分析', '数据']",18k-36k,1-3年
北京,1970,2000人以上,"['中关村', '苏州街', '苏州桥']",金融,投融资,本科,移动互联网,2244106,工作弹性大,数据分析师-金融事业部(J10144),"['分析师', '数据分析', '金融', '数据']",10k-15k,1-3年
北京,129,150-500人,"['望京', '大山子', '花家地']",技术,后端开发,本科,社交网络,457896,广阔的发展空间，有竞争力的薪资,数据仓库工程师,"['数据仓库', '数据']",15k-25k,1-3年
北京,104601,500-2000人,"['上地', '马连洼', '西二旗']",技术,后端开发,本科,"O2O,生活服务",2551920,"大平台,团队超牛,严肃活泼,BAT待遇",大数据研发工程师,"['大数据', '数据']",15k-30k,1-3年
北京,36162,150-500人,,技术,后端开发,本科,"移动互联网,教育",1971294,高大上的办公环境，发展潜力,数据策略工程师,"['策略', '数据']",20k-40k,1-3年
北京,137505,2000人以上,"['团结湖', '朝阳公园', '三里屯']",运营,运营,本科,"O2O,金融",2505887,"绩效奖金,餐补,通讯补",数据分析专员,"['数据分析', '数据']",6k-8k,1-3年
北京,134225,15-50人,"['磁器口', '崇文门']",技术,后端开发,本科,"移动互联网,金融",2518742,热门行业,数据爬虫分析工程师,"['爬虫', '数据']",15k-30k,1-3年
北京,50702,2000人以上,"['望京', '来广营']",设计,数据分析,本科,"移动互联网,O2O",2332947,免费班车股票期权带薪年假绩效奖金五险一金,数据分析师（平台事业群）,"['平台', '分析师', '数据分析', '数据']",10k-20k,1-3年
北京,8510,150-500人,,产品/需求/项目类,数据分析,本科,"移动互联网,数据服务",2568965,短期职位，工作平台非常好，各种福利全,数据分析,"['数据分析', '数据']",6k-9k,1-3年
北京,29337,500-2000人,"['大望路', '华贸', '百子湾']",运营,运营,本科,金融,2442382,"弹性工作,员工旅游,绩效奖金,五险一金",BI数据分析师,"['分析师', '数据分析', '专员', '数据', 'BI']",8k-15k,1-3年
北京,104601,500-2000人,"['上地', '马连洼', '西二旗']",运营,运营,本科,"O2O,生活服务",2546643,五险一金 补充医疗保险 餐补 水果,数据分析,"['数据分析', '数据']",8k-16k,1-3年
北京,101211,15-50人,['中关村'],金融,风控,本科,"金融,医疗健康",1411226,五险一金、带薪年假、合理的上升通道,数据分析岗,"['数据分析', '风控', '数据']",8K-16K,1-3年
北京,766,150-500人,"['望京', '来广营', '花家地']",技术,DBA,本科,"移动互联网,O2O",2495388,弹性工作时间 无限零食水果 公司旅游,数据分析工程师,"['数据分析', '数据']",10k-20k,1-3年
北京,89541,2000人以上,"['西北旺', '马连洼', '上地']",技术,后端开发,本科,"移动互联网,电子商务",2132572,与国内语音界顶尖大牛做同事,并行计算工程师--大数据(J12709),"['大数据', '数据']",20k-40k,1-3年
北京,92682,500-2000人,"['学院路', '知春路', '北航']",开发/测试/运维类,数据开发,大专,"O2O,教育",2578077,宽阔的平台、前沿的教育产品,数据开发工程师,"['中级', '数据分析', '图像处理', '数据挖掘', '音视频处理', '数据']",13k-18k,1-3年
北京,18497,15-50人,"['上地', '马连洼', '颐和园']",技术,后端开发,本科,数据服务,2385743,技术大牛，年底奖金 补充医疗等,大数据开发工程师,"['大数据', '数据库', '数据']",15k-30k,1-3年
北京,3786,2000人以上,"['国贸', 'CBD']",产品/需求/项目类,数据分析,本科,"移动互联网,金融",2570775,大拿众多，收入丰厚，六险一金,BI数据分析,"['BI', '数据分析', '数据', '商业智能']",15k-20k,1-3年
北京,15457,500-2000人,"['东直门', '海运仓', '东四']",运营,运营,不限,旅游,2497316,"上市公司,七险二金,绩效奖,职级晋升",数据专员,['数据'],4k-6k,1-3年
北京,62899,150-500人,"['亚运村', '小关', '小营']",金融,天使投资/VC/PE,大专,金融,2524506,发展空间大,分析师,['分析师'],8k-10k,1-3年
北京,133,500-2000人,['姚家园'],技术,后端开发,本科,"移动互联网,信息安全",2225912,国际化平台，优秀技术团队，良好的发展机会,大数据工程师,"['大数据', '数据']",10k-20k,1-3年
北京,1249,150-500人,"['苏州街', '万泉河', '颐和园']",技术,后端开发,本科,"移动互联网,O2O",2437192,"五险一金,免费午餐,免费健身",数据开发工程师-北京-00172,"['大数据', '数据库', '数据']",15k-30k,1-3年
北京,143993,500-2000人,['酒仙桥'],运营,运营,本科,招聘,2387583,"五险一金,员工旅游,补充保险,免费下午茶",数据分析,"['数据分析', '数据']",5k-6k,1-3年
北京,50702,2000人以上,"['望京', '来广营']",设计,数据分析,本科,"移动互联网,O2O",2176933,福利待遇好 公司发展前景好,数据分析,"['数据分析', '数据']",7k-9k,1-3年
北京,104601,500-2000人,"['上地', '马连洼', '西二旗']",技术,后端开发,本科,"O2O,生活服务",1425239,O2O，高并发，大数据,资深大数据研发工程师,"['大数据', '数据']",15k-30k,1-3年
北京,57419,50-150人,,市场与销售,高端市场职位,本科,"移动互联网,电子商务",2402899,发展前景、帅锅美女、同仁堂国际品牌,战略分析师,['分析师'],10k-20k,1-3年
北京,116752,150-500人,"['上地', '马连洼', '西二旗']",金融类,天使投资/VC/PE,本科,"电子商务,移动互联网",2572311,良好的职位晋升机会，丰厚的薪资待遇,投资经理—大数据/VR/人工智能方向,"['经理', '大数据', '投资', '人工智能', '数据']",15k-30k,1-3年
北京,62,2000人以上,"['蓟门桥', '北太平庄', '马甸']",技术,后端开发,硕士,"移动互联网,数据服务",1987801,美味三餐+水果零食+健身,数据平台(高级)工程师,"['平台', '数据']",25k-50k,1-3年
北京,8797,150-500人,['望京'],产品/需求/项目类,产品经理/产品设计师,本科,"电子商务,文化娱乐",2531441,"团队好,发展快",产业经济分析师,"['部门主管', '分析师']",8k-12k,1-3年
北京,91,2000人以上,['城南'],产品,产品经理/产品设计师,本科,移动互联网,2563032,有转行互联网机会，有导师引领成长~,产品经理-数据方向,"['产品经理', '产品', '数据']",13k-25k,1-3年
北京,63366,50-150人,"['颐和园', '苏州街', '万泉河']",金融,风控,硕士,金融,2042281,高速成长；核心团队；开放薪酬；带薪休假,数据算法工程师,"['风控', '数据', '算法']",10k-20k,1-3年
北京,79922,150-500人,"['上地', '马连洼', '西二旗']",金融,投融资,本科,"移动互联网,金融",2554595,"区块链技术,行业风口,稳定创业,氛围融洽",贵金属投资分析师,"['分析师', '投资']",8k-15k,1-3年
北京,94608,50-150人,['南礼士路'],开发/测试/运维类,数据开发,大专,金融,2575009,团队开发； 金融行业； 交通便利； 福利好,数据编辑（北京）,"['数据分析', '编辑', '数据']",7k-9k,1-3年
北京,57049,50-150人,"['苏州街', '北京大学', '颐和园']",产品,产品经理/产品设计师,本科,金融,2405678,B轮公司，中关村创业大街，大数据,数据评估师,['数据'],7k-12k,1-3年
北京,125497,150-500人,,金融,天使投资/VC/PE,本科,"金融,移动互联网",2379506,"互联网+,简单理赔",分析师,['分析师'],8k-16k,1-3年
北京,98468,15-50人,"['CBD', '国贸', '建外大街']",产品,产品经理,本科,"移动互联网,医疗健康",2150958,岗位晋升，薪资待遇高。,数据产品经理,"['产品经理', '产品', '数据']",10k-20k,1-3年
北京,1970,2000人以上,"['西三旗', '清河', '小营']",技术,后端开发,本科,移动互联网,2329961,聪明你的旅行！,数据开发工程师,"['大数据', '数据库', '数据']",15k-25k,1-3年
北京,98754,50-150人,"['望京', '大山子', '酒仙桥']",市场与销售,数据分析,本科,"O2O,金融",2507512,五险一金，年底双薪，房补，团建活动,商业数据分析,"['商业', '数据分析', '数据', 'BI']",10k-20k,1-3年
北京,50702,2000人以上,,职能,高端职能职位,不限,"移动互联网,O2O",2462941,业务分析，战略咨询，数据挖掘,高级数据分析师（美团配送-北京总部）,"['分析师', '数据分析', '数据']",9k-15k,1年以下
北京,62,2000人以上,,运营,运营,本科,"移动互联网,数据服务",2152109,三餐福利 健身设备齐全 团队氛围好,商业化数据分析,"['数据分析', '数据']",8k-15k,1-3年
北京,40459,500-2000人,"['五道口', '清华大学', '中关村']",技术,后端开发,本科,移动互联网,1515320,发展空间 技术大牛 弹性工作 休闲餐点,大数据平台开发工程师,"['平台', '大数据', '数据']",15k-30k,1-3年
北京,121715,500-2000人,,技术,管理岗,本科,"企业服务,金融",2216603,13薪+绩效奖金 银行行业 五险一金,业务分析师（北京）,"['分析师', '管理岗']",10k-20k,1-3年
北京,1537,2000人以上,"['五道口', '清华大学', '中关村']",技术,后端开发,本科,"移动互联网,数据服务",1618806,具有挑战的岗位，轻松的氛围，扎实的技术,搜狗地图-数据分析工程师,"['数据分析', '数据']",15k-20k,1-3年
北京,123980,500-2000人,"['东直门', '海运仓', '东四', '东直门', '海运仓', '东四']",金融,投融资,大专,金融,1715251,地铁附近，弹性工作时间,分析师,['分析师'],3k-6k,1-3年
北京,122289,少于15人,,金融类,天使投资/VC/PE,本科,"移动互联网,企业服务",2524926,"五险一金,每周每月运,零食无限量,办公环境赞",互联网行业分析师,['分析师'],7k-14k,1-3年
北京,114110,2000人以上,"['大山子', '酒仙桥', '将台路']",技术,后端开发,本科,移动互联网,2298074,绩效奖金，弹性工作，班车,数据仓库开发工程师,"['数据仓库', '数据']",15k-25k,1-3年
北京,37446,50-150人,"['望京', '大山子', '花家地']",市场与销售,市场/营销,不限,移动互联网,1447884,股票期权，团建丰富，扁平管理，五险一金,商业数据分析,"['数据分析', '数据', 'BI']",15k-30k,1-3年
北京,104048,500-2000人,"['上地', '马连洼', '西二旗']",产品,产品经理/产品设计师,本科,"移动互联网,O2O",2147381,"高福利,好同事,快成长,棒氛围",数据产品经理,"['产品经理', '产品', '数据']",15k-30k,1-3年
北京,39120,500-2000人,"['苏州桥', '万柳', '万泉河']",运营,运营,本科,"移动互联网,电子商务",2561057,上市公司,数据分析专员,"['数据分析', '数据']",4k-6k,1-3年
北京,22938,500-2000人,,市场与销售,销售,大专,O2O,1882293,上市房企、五险一金、绩效奖金、福利补贴、,数据合约经理/主管,['数据'],10k-15k,1-3年
