_id,关注的收藏夹,关注,关注者,关注的问题,关注的话题,关注的专栏
5876ede39f11da03c9721447,2,236,34,363,52,21
5876ede39f11da03c9721449,2,10,5,12,12,0
5876ede39f11da03c972144b,12,85,3,69,35,10
5876ede39f11da03c972144d,13,101,91,635,68,15
5876ede39f11da03c972144f,179,68,4,174,32,2
5876ede39f11da03c9721451,9,113,27,30,18,9
5876ede39f11da03c9721453,302,461,27,46,12,50
5876ede39f11da03c9721455,12,29,2,87,13,11
5876ede39f11da03c9721457,7,13,4,9,19,0
5876ede39f11da03c9721459,94,182,41,890,59,23
5876ede39f11da03c972145b,49,101,5,347,16,15
5876ede39f11da03c972145d,27,110,35,205,35,13
5876ede39f11da03c972145f,138,9,28,105,27,0
5876ede39f11da03c972145f,138,9,28,105,27,0
5876ede39f11da03c9721461,92,259,7,2025,19,67
5876ede39f11da03c9721463,435,88,4,2014,78,23
5876ede39f11da03c9721465,31,23,3,79,0,0
5876ede39f11da03c9721467,7,5,0,3,0,0
5876ede39f11da03c9721469,27,22,8,37,113,3
5876ede39f11da03c972146b,113,3053,87,1974,716,80
5876ede39f11da03c972146d,1266,98,96,5,1,12
5876ede39f11da03c972146f,36,37,7,68,40,3
5876ede39f11da03c9721471,12,4,14,83,29,1
5876ede39f11da03c9721473,34,13,0,69,1,0
5876ede39f11da03c9721475,29,185,3,374,36,39
5876ede39f11da03c9721477,47,53,2,7,2,19
5876ede39f11da03c9721479,8,17,10,182,22,10
5876ede39f11da03c972147b,187,221,547,90,19,38
5876ede39f11da03c972147d,7,2,0,0,0,0
5876ede39f11da03c972147d,7,2,0,0,0,0
5876ede39f11da03c972147f,4,140,1,28,32,7
5876ede39f11da03c9721481,348,79,16,17,1,76
5876ede39f11da03c9721483,51,65,7,29,2,16
5876ede39f11da03c9721485,5,46,46,298,26,4
5876ede39f11da03c9721487,152,463,51,2729,129,10
5876ede39f11da03c9721489,2,13,0,2,15,4
5876ede39f11da03c972148b,3,63,2,3,1,0
5876ede39f11da03c972148d,71,252,7,797,42,4
5876ede39f11da03c972148f,8,64,4,78,6,5
5876ede39f11da03c9721491,142,27,3,5,3,47
5876ede39f11da03c9721493,15,124,6,477,11,10
5876ede39f11da03c9721495,4801,140,13,35,1,224
5876ede39f11da03c9721497,59,62,2,6,4,43
5876ede39f11da03c9721499,20,117,10,42,1,16
5876ede39f11da03c972149b,17,226,5,133,23,4
5876ede39f11da03c972149d,4,40,7,28,23,11
5876ede39f11da03c972149f,2,24,3,21,7,3
5876ede39f11da03c97214a1,1750,396,348,219,4,72
5876ede39f11da03c97214a3,68,121,10,121,56,4
5876ede39f11da03c97214a5,96,306,1,464,21,18
5876ede39f11da03c97214a7,110,110,12,71,186,44
5876ede39f11da03c97214a9,1523,153,32,62,3,165
5876ede39f11da03c97214ab,53,11,18,164,45,9
5876ede39f11da03c97214ad,1680,1101,39,53,2,236
5876ede39f11da03c97214af,3849,344,168,133,12,450
5876ede39f11da03c97214b1,45,23,0,63,69,7
5876ede39f11da03c97214b3,89,122,3,45,58,36
5876ede39f11da03c97214b5,81,342,8,1058,119,18
5876ede39f11da03c97214b7,59,100,1,63,3,29
5876ede39f11da03c97214b9,1,6,0,3,10,3
5876ede39f11da03c97214bb,72,106,33,787,46,14
5876ede39f11da03c97214bd,15,15,16,45,23,0
5876ede39f11da03c97214bf,46,645,12,155,103,8
5876ede39f11da03c97214c1,92,17,2,18,19,0
5876ede39f11da03c97214c3,1373,831,55,12,2,200
5876ede39f11da03c97214c5,14,18,5,39,8,1
5876ede39f11da03c97214c7,469,180,7,25,2,146
5876ede39f11da03c97214c9,13,154,98,590,99,4
5876ede39f11da03c97214cb,5,16,8,17,39,0
5876ede39f11da03c97214cd,3,45,3,143,30,10
5876ede39f11da03c97214cf,4,15,150,17,23,0
5876ede39f11da03c97214d1,11,21,6,98,2,5
5876ede39f11da03c97214d3,20,14,2,53,14,1
5876ede39f11da03c97214d5,20,150,6,310,47,8
5876ede39f11da03c97214d7,12,50,60,293,3,2
5876ede39f11da03c97214d9,8,63,6,37,6,7
5876ede39f11da03c97214db,50,46,25,189,80,9
5876ede39f11da03c97214dd,4,15,2,22,2,3
5876ede39f11da03c97214df,288,119,17,871,67,8
5876ede39f11da03c97214e1,17,22,6,29,4,0
5876ede39f11da03c97214e3,7,267,6,351,42,16
5876ede39f11da03c97214e5,40,7,55,46,124,1
5876ede39f11da03c97214e7,35,180,1,287,8,1
5876ede39f11da03c97214e9,11,16,2,50,27,3
5876ede39f11da03c97214eb,37,123,20,260,53,65
5876ede39f11da03c97214ed,7,81,6,246,17,3
5876ede39f11da03c97214ef,8,682,81,530,65,128
5876ede39f11da03c97214f1,18,1,0,36,5,1
5876ede39f11da03c97214f3,11,216,30,62,18,7
5876ede39f11da03c97214f5,22,89,1,58,3,0
5876ede39f11da03c97214f7,25,13,0,95,2,0
5876ede39f11da03c97214f9,19,42,10,28,35,3
5876ede39f11da03c97214fb,53,315,4,26,2,4
5876ede39f11da03c97214fd,50,799,69,412,325,87
5876ede39f11da03c97214ff,36,68,3,337,19,0
5876ede39f11da03c9721501,216,41,2,10,2,6
5876ede39f11da03c9721503,27,823,112,428,104,41
5876ede39f11da03c9721505,68,239,12,175,51,21
5876ede49f11da03c9721507,14,26,4,30,7,1
5876ede49f11da03c9721509,50,4,2,115,44,1
5876ede49f11da03c972150b,10,123,7,42,39,25
5876ede49f11da03c972150d,1071,527,35,130,5,112
5876ede49f11da03c972150f,81,209,3,38,72,4
5876ede49f11da03c9721511,65,7,0,18,3,1
5876ede49f11da03c9721513,63,7,13,1,1,6
5876ede49f11da03c9721515,155,16,5,13,1,4
5876ede49f11da03c9721517,32,101,5,152,97,7
5876ede49f11da03c9721519,43,239,27,407,13,21
5876ede49f11da03c972151b,204,100,12,482,133,4
5876ede49f11da03c972151d,29,50,35,131,18,26
5876ede49f11da03c972151f,82,50,6,98,29,6
5876ede49f11da03c9721521,6,30,1,103,31,4
5876ede49f11da03c9721523,8,18,2,149,29,32
5876ede49f11da03c9721525,865,306,11,43,2,120
5876ede49f11da03c9721527,10,34,0,23,22,4
5876ede49f11da03c9721529,34,20,3,38,8,16
5876ede49f11da03c972152b,43,123,5,924,149,42
5876ede49f11da03c972152d,12,42,1,14,17,5
5876ede49f11da03c972152f,636,189,45,49,3,36
5876ede49f11da03c9721531,120,101,6,735,95,9
5876ede49f11da03c9721533,206,667,12,76,2,80
5876ede49f11da03c9721535,8,57,33,65,0,83
5876ede49f11da03c9721537,170,306,14,671,67,93
5876ede49f11da03c9721539,103,142,1,469,44,20
5876ede49f11da03c972153b,4,12,0,335,4,3
5876ede49f11da03c972153d,519,92,11,30,1,130
5876ede49f11da03c972153f,7,81,6,340,50,6
5876ede49f11da03c9721541,2,12,3,12,1,1
5876ede49f11da03c9721543,5,110,55,317,45,15
5876ede49f11da03c9721545,13,61,1,35,22,18
5876ede49f11da03c9721547,32,101,9,718,12,14
5876ede49f11da03c9721549,63,70,33,59,69,8
5876ede49f11da03c972154b,2,20,3,42,26,0
5876ede49f11da03c972154d,3,49,44,51,19,9
5876ede49f11da03c972154f,61,245,9,2496,208,13
5876ede49f11da03c9721551,334,355,8256,32,6,87
5876ede49f11da03c9721553,27,51,5,227,20,13
5876ede49f11da03c9721555,26,29,1,29,19,2
5876ede49f11da03c9721557,786,168,60,14,4,64
5876ede49f11da03c9721559,34,28,2,53,31,6
5876ede49f11da03c972155b,6,1,1,468,65,6
5876ede49f11da03c972155d,135,177,10,834,29,23
5876ede49f11da03c972155f,45,23,6,8,1,4
5876ede49f11da03c9721561,1,4,0,1,10,0
5876ede49f11da03c9721563,28,203,138,963,41,19
5876ede49f11da03c9721565,7,53,110,266,5,25
5876ede49f11da03c9721567,14,40,0,57,14,3
5876ede49f11da03c9721569,3,178,42,531,18,4
5876ede49f11da03c972156b,40,104,111,268,74,38
5876ede49f11da03c972156d,37,314,7,572,71,24
5876ede49f11da03c972156f,34,184,0,99,235,97
5876ede49f11da03c9721571,28,99,22,89,24,18
5876ede49f11da03c9721573,18,229,294,145,6,12
5876ede49f11da03c9721575,14,33,2,21,0,2
5876ede49f11da03c9721577,454,487,7,47,8,28
5876ede49f11da03c9721579,18,102,4,51,30,0
5876ede49f11da03c972157b,16,49,35,41,25,7
5876ede49f11da03c972157d,22,135,450,1153,196,29
5876ede49f11da03c972157f,14,24,1,108,33,3
5876ede49f11da03c9721581,64,113,9,3,2,12
5876ede49f11da03c9721583,29,983,69,287,7,13
5876ede49f11da03c9721585,7,138,6,589,1,2
5876ede49f11da03c9721587,38,84,9,62,13,14
5876ede49f11da03c9721589,464,164,133,12,1,327
5876ede49f11da03c972158b,7,76,2,74,0,4
5876ede49f11da03c972158d,40,31,2,140,11,9
5876ede49f11da03c972158f,122,41,56,5,6,3
5876ede49f11da03c9721591,74,89,4,162,29,2
5876ede49f11da03c9721593,8,13,8,66,51,9
5876ede49f11da03c9721595,7,17,3,19,16,0
5876ede49f11da03c9721597,23,76,4,70,46,12
5876ede49f11da03c9721599,3,76,3,13,1,1
5876ede49f11da03c972159b,8,25,5,15,25,10
5876ede49f11da03c972159d,363,124,3,152,49,12
5876ede49f11da03c972159f,155,189,6,12,1,51
5876ede49f11da03c97215a1,3,11,0,35,11,1
5876ede49f11da03c97215a3,683,106,1,15,13,36
5876ede49f11da03c97215a5,819,17,3,62,147,0
5876ede49f11da03c97215a7,126,47,4,450,454,9
5876ede49f11da03c97215a9,7716,439,256,77,1,207
5876ede49f11da03c97215ab,13,175,16,234,31,8
5876ede49f11da03c97215ad,11,18,103,74,103,48
5876ede49f11da03c97215af,51,22,7,17,5,60
5876ede49f11da03c97215b1,72,65,20,9,2,23
5876ede49f11da03c97215b3,18,5,0,14,9,0
5876ede49f11da03c97215b5,14,132,36,40,36,15
5876ede49f11da03c97215b7,37,116,10,149,36,10
5876ede49f11da03c97215b9,35,169,62,190,60,6
5876ede49f11da03c97215bb,44,297,59,329,38,25
5876ede49f11da03c97215bd,13,9,1,140,11,3
5876ede49f11da03c97215bf,93,448,59,2101,203,29
5876ede49f11da03c97215c1,268,59,6,6,1,77
5876ede49f11da03c97215c3,151,145,20,280,84,21
5876ede49f11da03c97215c5,18,122,9,2289,17,39
5876ede49f11da03c97215c7,2774,648,17013,155,4,50
5876ede49f11da03c97215c9,15,79,4,8,8,32
5876ede49f11da03c97215cb,31,37,4,28,71,50
5876ede49f11da03c97215cd,43,78,156,253,26,21
5876ede49f11da03c97215cf,11,13,0,16,7,2
5876ede49f11da03c97215d1,26,61,3,33,24,0
5876ede49f11da03c97215d3,13,20,63,197,17,3
5876ede49f11da03c97215d5,8,2,2,5,4,0
5876ede49f11da03c97215d7,1270,199,15,31,1,90
5876ede49f11da03c97215d9,107,23,1,20,3,0
5876ede49f11da03c97215db,6,59,9,123,139,6
5876ede49f11da03c97215dd,200,273,5,12,1,16
5876ede49f11da03c97215df,2334,4878,182,64,1,281
5876ede49f11da03c97215e1,482,801,23,127,18,77
5876ede49f11da03c97215e3,46,150,2,789,240,4
5876ede49f11da03c97215e5,22,31,24,337,20,3
5876ede49f11da03c97215e7,39,118,9,607,71,96
5876ede49f11da03c97215e9,18,24,5,45,7,0
5876ede49f11da03c97215eb,166,88,52,717,20,27
5876ede49f11da03c97215ed,425,92,21,24,5,26
5876ede49f11da03c97215ef,446,182,53,28,2,49
5876ede49f11da03c97215f1,4,100,140,215,3,11
5876ede49f11da03c97215f3,1,8,3,0,3,0
5876ede49f11da03c97215f5,134,105,1,34,39,3
5876ede49f11da03c97215f7,187,104,3,54,3,100
5876ede49f11da03c97215f9,12,110,141,2760,24,52
5876ede49f11da03c97215fb,33,95,0,196,34,13
5876ede49f11da03c97215fd,1,33,12,3,0,0
5876ede49f11da03c97215ff,51,510,328,1427,20,8
5876ede49f11da03c9721601,28,39,2,38,36,30
5876ede49f11da03c9721603,18,52,13,586,12,13
5876ede49f11da03c9721605,8,66,126,65,7,3
5876ede49f11da03c9721607,1,0,1,0,11,0
5876ede49f11da03c9721609,162,156,116,0,5,36
5876ede49f11da03c972160b,1,2,0,8,1,1
5876ede49f11da03c972160d,188,256,1094,6,1,13
5876ede49f11da03c972160f,2,217,38,222,34,21
5876ede49f11da03c9721611,75,240,5,8,1,31
5876ede49f11da03c9721613,127,31,2,12,1,57
5876ede49f11da03c9721615,1,61,21,31,25,14
5876ede49f11da03c9721617,85,100,7,34,20,22
5876ede49f11da03c9721619,184,402,3,15,8,50
5876ede49f11da03c972161b,88,39,2,40,3,49
5876ede49f11da03c972161d,2,44,3,158,17,4
5876ede49f11da03c972161f,33,201,6,121,28,5
5876ede49f11da03c9721621,27,57,1,78,6,4
5876ede49f11da03c9721623,1,60,29,178,17,1
5876ede49f11da03c9721625,337,84,99,6,3,9
5876ede49f11da03c9721627,1709,274,136,25,7,242
5876ede49f11da03c9721629,13,82,9,269,107,5
5876ede49f11da03c972162b,40,4,3,37,19,0
5876ede49f11da03c972162d,2,23,3,3,37,2
5876ede49f11da03c972162f,264,270,7,30,2,24
5876ede49f11da03c9721631,7,163,5898,75,43,13
5876ede49f11da03c9721633,19,287,4,390,9,2
5876ede49f11da03c9721635,4,10,3,8,14,0
5876ede49f11da03c9721637,25,741,272,170,95,47
5876ede49f11da03c9721639,5,77,4,73,24,7
5876ede49f11da03c972163b,10,136,3,11,16,7
5876ede49f11da03c972163d,28,215,2,128,125,28
5876ede49f11da03c972163f,22,169,17,774,49,24
5876ede49f11da03c9721641,16,25,2,22,40,8
5876ede49f11da03c9721643,10,17,0,105,67,2
5876ede49f11da03c9721645,19,20,0,0,11,0
5876ede49f11da03c9721647,1643,101,14,53,11,28
5876ede49f11da03c9721649,48,123,5,312,57,25
5876ede49f11da03c972164b,5,53,318,91,75,11
5876ede49f11da03c972164d,108,426,30,8,2,170
5876ede49f11da03c972164f,31,38,6,43,23,3
5876ede49f11da03c9721651,3,272,9,420,39,10
5876ede49f11da03c9721653,177,218,22,12,1,13
5876ede49f11da03c9721655,2,89,5,101,66,4
5876ede49f11da03c9721657,7,256,513,1042,64,37
5876ede49f11da03c9721659,51,327,38,1106,26,20
5876ede49f11da03c972165b,7,98,2,22,14,3
5876ede49f11da03c972165d,47,113,4,756,57,16
5876ede49f11da03c972165f,13,374,38,474,9,7
5876ede49f11da03c9721661,32,28,12,8,1,15
5876ede49f11da03c9721663,40,53,76,5,1,20
5876ede49f11da03c9721665,194,2,2,20,27,2
5876ede49f11da03c9721667,13,267,1154,1209,8,10
5876ede49f11da03c9721669,450,337,17,43,2,39
5876ede49f11da03c972166b,72,96,0,732,66,4
5876ede49f11da03c972166d,29,115,19,471,30,12
5876ede49f11da03c972166f,1,41,7,27,18,2
5876ede49f11da03c9721671,35,11,2,14,43,2
5876ede49f11da03c9721673,14,60,1,509,9,8
5876ede49f11da03c9721675,283,92,6,43,3,31
5876ede49f11da03c9721677,203,103,1,13,10,10
5876ede49f11da03c9721679,138,44,1,73,98,4
5876ede49f11da03c972167b,13,116,15,28,34,2
5876ede49f11da03c972167d,101,49,1,39,1,7
5876ede49f11da03c972167f,14,377,57,172,24,14
5876ede49f11da03c9721681,5,88,1,17,2,1
5876ede59f11da03c9721683,1,41,0,22,7,11
5876ede59f11da03c9721685,24,39,6,86,29,1
5876ede59f11da03c9721687,329,145,92,4,5,25
5876ede59f11da03c9721689,145,174,10,2,1,23
5876ede59f11da03c972168b,31,15,0,13,12,1
5876ede59f11da03c972168d,8,35,1,67,46,3
5876ede59f11da03c972168f,73,39,6,25,6,2
5876ede59f11da03c9721691,48,50,1,10,1,27
5876ede59f11da03c9721693,587,287,592,63,2,10
5876ede59f11da03c9721695,315,285,10,66,14,91
5876ede59f11da03c9721697,19,43,11,33,29,1
5876ede59f11da03c9721699,5,32,17,92,24,13
5876ede59f11da03c972169b,291,182,15,16,2,70
5876ede59f11da03c972169d,70,34,1,126,1,5
5876ede59f11da03c972169f,64,95,4,70,52,7
5876ede59f11da03c97216a1,9,2,0,0,32,4
5876ede59f11da03c97216a3,132,63,4,37,9,33
5876ede59f11da03c97216a5,40,58,5,183,0,8
5876ede59f11da03c97216a7,13,13,2,41,12,10
5876ede59f11da03c97216a9,14,17,1,25,4,0
5876ede59f11da03c97216ab,153,245,8,1447,142,60
5876ede59f11da03c97216ad,4,175,11,386,32,9
5876ede59f11da03c97216af,275,98,40,26,4,6
5876ede59f11da03c97216b1,8,155,0,102,26,10
5876ede59f11da03c97216b3,22,128,4,178,18,16
5876ede59f11da03c97216b5,61,411,2,684,45,23
5876ede59f11da03c97216b7,7,160,5,74,11,9
5876ede59f11da03c97216b9,32,67,0,15,5,3
5876ede59f11da03c97216bb,40,126,17,177,56,14
5876ede59f11da03c97216bd,34,111,4,378,34,17
5876ede59f11da03c97216bf,52,14,1,64,14,4
5876ede59f11da03c97216c1,19,378,10,280,58,24
5876ede59f11da03c97216c3,39,93,4,76,54,16
5876ede59f11da03c97216c5,11,71,15,92,70,11
5876ede59f11da03c97216c7,112,68,31,9,2,331
5876ede59f11da03c97216c9,1,53,0,211,65,19
5876ede59f11da03c97216cb,245,3402,101,569,158,33
5876ede59f11da03c97216cd,31,239,9,82,25,27
5876ede59f11da03c97216cf,16,4,0,53,12,1
5876ede59f11da03c97216d1,725,126,340,78,21,97
5876ede59f11da03c97216d3,32,47,14,13,1,14
5876ede59f11da03c97216d5,5,69,7,389,52,20
5876ede59f11da03c97216d7,9,38,33,520,9,8
5876ede59f11da03c97216d9,15,27,1,43,3,1
5876ede59f11da03c97216db,40,891,93,1023,36,6
5876ede59f11da03c97216dd,34,109,2,87,45,76
5876ede59f11da03c97216df,1437,203,15,12,3,148
5876ede59f11da03c97216e1,42,42,2,11,2,47
5876ede59f11da03c97216e3,12,110,964,75,16,24
5876ede59f11da03c97216e5,99,88,2,10,3,100
5876ede59f11da03c97216e7,32,105,3,587,39,47
5876ede59f11da03c97216e9,11,10,1,172,17,4
5876ede59f11da03c97216eb,15,10,4,13,9,4
5876ede59f11da03c97216ed,3,18,2,9,3,2
5876ede59f11da03c97216ef,15,18,0,45,27,1
5876ede59f11da03c97216f1,18,9,1,109,113,13
5876ede59f11da03c97216f3,10,22,8,165,46,6
5876ede59f11da03c97216f5,33,69,3,240,29,12
5876ede59f11da03c97216f7,51,132,3,132,10,4
5876ede59f11da03c97216f9,463,856,862,35,2,73
5876ede59f11da03c97216fb,67,87,10,102,52,17
5876ede59f11da03c97216fd,5,147,11,375,14,37
5876ede59f11da03c97216ff,271,45,0,2,1,18
5876ede59f11da03c9721701,207,109,1382,24,2,25
5876ede59f11da03c9721703,7,174,63,445,17,6
5876ede59f11da03c9721705,18,19,2,4,2,3
5876ede59f11da03c9721707,5,36,0,179,13,3
5876ede59f11da03c9721709,17,74,3,40,14,29
5876ede59f11da03c972170b,1,1091,361,482,100,17
5876ede59f11da03c972170d,50,125,90,438,110,16
5876ede59f11da03c972170f,400,203,8,28,1,109
5876ede59f11da03c9721711,9,25,12,233,7,3
5876ede59f11da03c9721713,491,218,2,15,24,95
5876ede59f11da03c9721715,42,91,4,415,35,2
5876ede59f11da03c9721717,112,167,4,472,62,95
5876ede59f11da03c9721719,7,61,0,30,35,21
5876ede59f11da03c972171b,331,55,32,18,5,36
5876ede59f11da03c972171d,1,9,0,11,2,1
5876ede59f11da03c972171f,42,385,33,302,63,14
5876ede59f11da03c9721721,15,84,702,250,43,15
5876ede59f11da03c9721723,5,59,1,26,15,0
5876ede59f11da03c9721725,108,864,65,9789,519,168
5876ede59f11da03c9721727,44,32,11,14,2,19
5876ede59f11da03c9721729,7,227,387,1501,780,33
5876ede59f11da03c972172b,29,442,55,1004,28,36
5876ede59f11da03c972172d,40,82,4,500,76,17
5876ede59f11da03c972172f,1,20,1,0,17,1
5876ede59f11da03c9721731,27,5,2,3,19,0
5876ede59f11da03c9721733,25,260,9,33,92,14
5876ede59f11da03c9721735,20,258,10,260,30,18
5876ede59f11da03c9721737,36,207,12,74,71,13
5876ede59f11da03c9721739,39,743,11,271,72,44
5876ede59f11da03c972173b,72,102,204,742,349,18
5876ede59f11da03c972173d,9,402,13102,436,44,14
5876ede59f11da03c972173f,2,159,12,334,81,2
5876ede59f11da03c9721741,7,72,1,17,3,27
5876ede59f11da03c9721743,18,175,53,2037,26,89
5876ede59f11da03c9721745,122,90,2,26,9,35
5876ede59f11da03c9721747,96,25,1,3,1,31
5876ede59f11da03c9721749,16,233,6,210,106,18
5876ede59f11da03c972174b,647,123,22,58,14,319
5876ede59f11da03c972174d,1410,181,17,12,2,43
5876ede59f11da03c972174f,4,2,1,3,21,1
5876ede59f11da03c9721751,56,1,0,74,38,6
5876ede59f11da03c9721753,197,154,3,57,62,8
5876ede59f11da03c9721755,2,95,2,16,12,34
5876ede59f11da03c9721757,10,75,16,75,4,1
5876ede59f11da03c9721759,25,110,10,1183,334,26
5876ede59f11da03c972175b,35,47,4,159,36,10
5876ede59f11da03c972175d,38,458,46,802,131,15
5876ede59f11da03c972175f,7,2,0,111,22,5
5876ede59f11da03c9721761,102,348,6,41,2,26
5876ede59f11da03c9721763,29,113,13,89,18,5
5876ede59f11da03c9721765,504,323,67,26,8,69
5876ede59f11da03c9721767,11,25,0,153,94,11
5876ede59f11da03c9721769,7,14,2,2,8,12
5876ede59f11da03c972176b,138,74,21,14,16,38
5876ede59f11da03c972176d,24,26,9,59,22,7
5876ede59f11da03c972176f,13,145,47,102,18,6
5876ede59f11da03c9721771,11,28,6,20,15,0
5876ede59f11da03c9721773,10,88,7,183,47,6
5876ede59f11da03c9721775,244,204,93,14,3,35
5876ede59f11da03c9721777,480,192,10,33,4,98
5876ede59f11da03c9721779,21,68,27,94,4,7
5876ede59f11da03c972177b,16,149,5,61,194,10
5876ede59f11da03c972177d,1,11,0,24,1,0
5876ede59f11da03c972177f,2,76,16,6,9,4
5876ede59f11da03c9721781,158,98,19,1096,881,62
5876ede59f11da03c9721783,6,246,13,567,406,42
5876ede59f11da03c9721785,37,48,6,42,26,1
5876ede59f11da03c9721787,22,52,16,706,27,34
5876ede59f11da03c9721789,502,59,22,5,3,50
5876ede59f11da03c972178b,74,65,6,39,2,6
5876ede59f11da03c972178d,77,245,10,264,43,39
5876ede59f11da03c972178f,3,90,13,110,65,15
5876ede59f11da03c9721791,1,3,0,0,18,0
5876ede59f11da03c9721793,26,79,5,162,61,3
5876ede59f11da03c9721795,18,11,4,33,0,0
5876ede59f11da03c9721797,65,245,9,281,45,53
5876ede59f11da03c9721799,8,19,9,48,12,16
5876ede59f11da03c972179b,25,14,3,80,5,1
5876ede59f11da03c972179d,72,105,7,5,16,2
5876ede59f11da03c972179f,38,25,5,32,5,8
5876ede59f11da03c97217a1,18,85,2,666,64,22
5876ede59f11da03c97217a3,93,51,3,660,99,6
5876ede59f11da03c97217a5,31,156,8,167,64,87
5876ede59f11da03c97217a7,46,166,3,65,33,37
5876ede59f11da03c97217a9,42,12,2,4,11,0
5876ede59f11da03c97217ab,1,166,6,5,0,0
5876ede59f11da03c97217ad,45,45,5,1,252,0
5876ede59f11da03c97217af,26,122,10,142,31,0
5876ede59f11da03c97217b1,11,53,3,25,53,3
5876ede59f11da03c97217b3,35,343,11,864,32,17
5876ede59f11da03c97217b5,2,14,0,5,0,0
5876ede59f11da03c97217b7,12,183,8,158,1,7
5876ede59f11da03c97217b9,1,211,15,65,12,9
5876ede59f11da03c97217bb,26,2,0,9,0,1
5876ede59f11da03c97217bd,134,76,9,384,21,29
5876ede59f11da03c97217bf,476,644,10,30,1,33
5876ede59f11da03c97217c1,1,1,3,15,15,0
5876ede59f11da03c97217c3,8,108,6,63,28,3
5876ede59f11da03c97217c5,9,126,18,420,6,31
5876ede59f11da03c97217c7,2,26,10,121,23,5
5876ede59f11da03c97217c9,19,7,0,27,118,1
5876ede59f11da03c97217cb,46,4,0,2,0,0
5876ede59f11da03c97217cd,27,12,0,4,41,1
5876ede59f11da03c97217cf,2,19,0,11,12,0
5876ede59f11da03c97217d1,1,2,2,6,27,0
5876ede59f11da03c97217d3,509,124,74,17,1,22
5876ede59f11da03c97217d5,1,7,1,3,65,0
5876ede59f11da03c97217d7,11,3,0,29,17,1
5876ede59f11da03c97217d9,44,6,3,25,0,13
5876ede59f11da03c97217db,309,220,23,2806,587,65
5876ede59f11da03c97217dd,5,227,388,276,60,15
5876ede59f11da03c97217df,18,36,1,321,63,5
5876ede59f11da03c97217e1,52,39,2,2,1,5
5876ede59f11da03c97217e3,759,421,37,30,2,15
5876ede59f11da03c97217e5,25,507,600,784,5,33
5876ede59f11da03c97217e7,14,14,2,17,45,3
5876ede59f11da03c97217e9,124,200,383,11,1,14
5876ede59f11da03c97217eb,228,237,7,162,135,11
5876ede59f11da03c97217ed,46,25,4,5,3,19
5876ede59f11da03c97217ef,13,36,18,54,6,7
5876ede59f11da03c97217f1,155,1348,20,886,123,111
5876ede59f11da03c97217f1,155,1348,20,886,123,111
5876ede69f11da03c97217f3,8,110,1,195,65,20
5876ede69f11da03c97217f5,3,11,10,96,6,1
5876ede69f11da03c97217f7,23,15,0,115,37,4
5876ede69f11da03c97217f9,71,10,743,170,21,5
5876ede69f11da03c97217fb,21,63,309,137,44,8
5876ede69f11da03c97217fd,21,14,12,28,21,0
5876ede69f11da03c97217ff,64,76,3,1802,64,197
5876ede69f11da03c9721801,2,1,0,3,1,0
5876ede69f11da03c9721803,7,141,151,187,81,16
5876ede69f11da03c9721805,42,116,20,92,101,25
5876ede69f11da03c9721807,130,24,1,5,1,15
5876ede69f11da03c9721809,286,197,63,7,3,32
5876ede69f11da03c972180b,70,81,41,994,12,7
5876ede69f11da03c972180d,7,99,21,205,3,0
5876ede69f11da03c972180f,25,40,2,343,46,20
5876ede69f11da03c9721811,15,31,8,28,14,0
5876ede69f11da03c9721813,37,5,1,13,41,0
5876ede69f11da03c9721815,228,70,22,44,1,33
5876ede69f11da03c9721817,21,12,2,4,2,0
5876ede69f11da03c9721819,3,7,0,3,2,0
5876ede69f11da03c972181b,2,6,0,9,7,1
5876ede69f11da03c972181d,2,41,4,73,25,7
5876ede69f11da03c972181f,63,119,12,48,44,11
5876ede69f11da03c9721821,23,139,265,177,14,28
5876ede69f11da03c9721823,555,342,4,31,5,24
5876ede69f11da03c9721825,3,62,52,268,17,19
5876ede69f11da03c9721827,7,28,10,120,19,10
5876ede69f11da03c9721829,2,1,0,1,9,0
5876ede69f11da03c972182b,37,246,7,124,118,80
5876ede69f11da03c972182d,36,5,0,5,53,0
5876ede69f11da03c972182f,4,27,1,16,25,3
5876ede69f11da03c9721831,47,117,4,4,27,5
5876ede69f11da03c9721833,37,303,61,163,0,2
5876ede69f11da03c9721835,46,103,17,298,0,8
5876ede69f11da03c9721837,26,21,4,24,6,1
5876ede69f11da03c9721839,224,208,323,44,7,67
5876ede69f11da03c972183b,49,4,271,1018,6,34
5876ede69f11da03c972183d,14,18,3,0,1,0
5876ede69f11da03c972183f,5,17,2,0,0,0
5876ede69f11da03c9721841,3,29,13,65,37,2
5876ede69f11da03c9721843,10,361,6,54,15,10
5876ede69f11da03c9721845,2,6,5,4,6,0
5876ede69f11da03c9721847,44,1047,488,3146,281,122
5876ede69f11da03c9721849,607,95,5,3,3,103
5876ede69f11da03c972184b,39,55,5,150,32,5
5876ede69f11da03c972184d,50,131,18,429,14,1
5876ede69f11da03c972184f,11,180,218,749,109,26
5876ede69f11da03c9721851,109,72,6,16,4,35
5876ede69f11da03c9721853,44,82,5,90,26,16
5876ede69f11da03c9721855,186,204,416,2108,28,54
5876ede69f11da03c9721857,115,36,7,10,3,46
5876ede69f11da03c9721859,6,57,27,77,8,3
5876ede69f11da03c972185b,3,49,4,70,7,2
5876ede69f11da03c972185d,22,928,39,1610,3,47
