Duration (ms),Start date,End date,Start station,End station,Bike number,Member type
705112,2017/1/8 17:38,2017/1/8 17:50,1st & Rhode Island Ave NW,14th & V St NW,W22130,Member
779328,2017/1/8 17:39,2017/1/8 17:52,15th & L St NW,18th St & Wyoming Ave NW,W20447,Member
324772,2017/1/8 17:40,2017/1/8 17:46,14th St & Spring Rd NW,Lamont & Mt Pleasant NW,W00940,Member
181416,2017/1/8 17:40,2017/1/8 17:44,Columbus Circle / Union Station,3rd & H St NE,W00772,Member
567944,2017/1/8 17:41,2017/1/8 17:50,Connecticut Ave & Yuma St NW,Tenleytown / Wisconsin Ave & Albemarle St NW,W20527,Member
1803097,2017/1/8 17:41,2017/1/8 18:11,14th St & Colorado Ave NW,Georgia & New Hampshire Ave NW,W00601,Member
143923,2017/1/8 17:41,2017/1/8 17:44,Crystal City Metro / 18th & Bell St,18th & Eads St.,W22338,Member
379725,2017/1/8 17:43,2017/1/8 17:49,15th & Euclid St  NW,Calvert & Biltmore St NW,W21146,Member
100519,2017/1/8 17:44,2017/1/8 17:45,16th & R St NW,15th & P St NW,W01089,Member
320462,2017/1/8 17:45,2017/1/8 17:50,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Lincoln Park / 13th & East Capitol St NE ,W22775,Member
282478,2017/1/8 17:46,2017/1/8 17:50,3rd & H St NW,11th & F St NW,W01014,Member
1163186,2017/1/8 17:46,2017/1/8 18:05,New Jersey Ave & R St NW,16th & Harvard St NW,W01500,Member
246626,2017/1/8 17:46,2017/1/8 17:51,1st & M St NE,Eckington Pl & Q St NE,W00560,Member
231265,2017/1/8 17:47,2017/1/8 17:50,14th & V St NW,California St & Florida Ave NW,W00528,Member
607102,2017/1/8 17:47,2017/1/8 17:57,14th & Rhode Island Ave NW,1st & Rhode Island Ave NW,W22018,Member
468814,2017/1/8 17:47,2017/1/8 17:54,Park Rd & Holmead Pl NW,10th & U St NW,W20633,Member
331865,2017/1/8 17:47,2017/1/8 17:52,Connecticut & Nebraska Ave NW,Van Ness Metro / UDC,W21932,Member
873963,2017/1/8 17:47,2017/1/8 18:01,12th & U St NW,Park Rd & Holmead Pl NW,W22908,Member
303596,2017/1/8 17:48,2017/1/8 17:53,15th & East Capitol St NE,14th & D St SE,W22295,Member
315816,2017/1/8 17:48,2017/1/8 17:54,14th & Irving St NW,10th & U St NW,W00529,Member
309010,2017/1/8 17:48,2017/1/8 17:53,10th & U St NW,14th & R St NW,W00502,Member
929860,2017/1/8 17:50,2017/1/8 18:06,7th & R St NW / Shaw Library,18th St & Wyoming Ave NW,W21897,Member
625340,2017/1/8 17:51,2017/1/8 18:01,Lee Hwy & N Monroe St,N Randolph St & Fairfax Dr,W21227,Member
706353,2017/1/8 17:52,2017/1/8 18:04,16th & Irving St NW,14th St & Spring Rd NW,W22679,Member
1180933,2017/1/8 17:52,2017/1/8 18:12,California St & Florida Ave NW,California St & Florida Ave NW,W00082,Member
412598,2017/1/8 17:53,2017/1/8 18:00,8th & O St NW,3rd & Elm St NW,W20748,Member
474609,2017/1/8 17:53,2017/1/8 18:01,15th & P St NW,5th & K St NW,W01089,Member
188383,2017/1/8 17:54,2017/1/8 17:57,Adams Mill & Columbia Rd NW,California St & Florida Ave NW,W22795,Member
166696,2017/1/8 17:54,2017/1/8 17:57,Adams Mill & Columbia Rd NW,California St & Florida Ave NW,W21374,Member
307809,2017/1/8 17:54,2017/1/8 17:59,New Hampshire Ave & T St NW,15th & P St NW,W00721,Member
2283535,2017/1/8 17:55,2017/1/8 18:33,Convention Center / 7th & M St NW,Connecticut & Nebraska Ave NW,W21221,Member
717560,2017/1/8 17:55,2017/1/8 18:07,Convention Center / 7th & M St NW,13th & H St NE,W01444,Member
315239,2017/1/8 17:56,2017/1/8 18:01,Tenleytown / Wisconsin Ave & Albemarle St NW,Connecticut Ave & Yuma St NW,W21637,Member
239093,2017/1/8 17:56,2017/1/8 18:00,8th & O St NW,7th & R St NW / Shaw Library,W22206,Member
429329,2017/1/8 17:57,2017/1/8 18:04,Park Rd & Holmead Pl NW,14th & V St NW,W00670,Member
421671,2017/1/8 17:57,2017/1/8 18:04,Park Rd & Holmead Pl NW,14th & V St NW,W21295,Member
151188,2017/1/8 17:58,2017/1/8 18:00,15th & Euclid St  NW,14th & Girard St NW,W21856,Member
323901,2017/1/8 17:59,2017/1/8 18:04,10th & U St NW,14th & Rhode Island Ave NW,W22052,Member
366814,2017/1/8 18:01,2017/1/8 18:07,Tenleytown / Wisconsin Ave & Albemarle St NW,Wisconsin Ave & Newark St NW,W20527,Member
1203201,2017/1/8 18:02,2017/1/8 18:22,21st St N & N Pierce St,21st St N & N Pierce St,W01092,Member
746627,2017/1/8 18:02,2017/1/8 18:14,Wisconsin Ave & Brandywine St NW,Wisconsin Ave & Brandywine St NW,W23227,Member
491966,2017/1/8 18:02,2017/1/8 18:10,Washington & Independence Ave SW/HHS,Potomac & Pennsylvania Ave SE,W22105,Member
1185712,2017/1/8 18:02,2017/1/8 18:22,20th St & Florida Ave NW,Convention Center / 7th & M St NW,W22837,Casual
879332,2017/1/8 18:02,2017/1/8 18:17,14th & L St NW,14th & Irving St NW,W01290,Member
164242,2017/1/8 18:04,2017/1/8 18:06,11th & M St NW,11th & F St NW,W00980,Member
534601,2017/1/8 18:05,2017/1/8 18:14,North Capitol St & F St NW,7th & F St NW / National Portrait Gallery,W20026,Member
746019,2017/1/8 18:07,2017/1/8 18:19,19th & L St NW,Columbia Rd & Belmont St NW,W21666,Casual
753666,2017/1/8 18:07,2017/1/8 18:20,3rd & M St NE,Rhode Island Ave & V St NE,W20148,Member
1499964,2017/1/8 18:07,2017/1/8 18:32,14th & Rhode Island Ave NW,Eastern Market / 7th & North Carolina Ave SE,W21470,Casual
157235,2017/1/8 18:07,2017/1/8 18:10,Adams Mill & Columbia Rd NW,Calvert St & Woodley Pl NW,W22630,Member
800396,2017/1/8 18:08,2017/1/8 18:21,Washington & Independence Ave SW/HHS,2nd & G St NE,W22663,Member
356886,2017/1/8 18:08,2017/1/8 18:14,11th & M St NW,8th & H St NW,W20692,Member
421774,2017/1/8 18:08,2017/1/8 18:15,Columbus Circle / Union Station,13th & D St NE,W23185,Member
264994,2017/1/8 18:10,2017/1/8 18:14,14th & V St NW,15th & Euclid St  NW,W20935,Member
1361021,2017/1/8 18:11,2017/1/8 18:34,10th & G St NW,M St & Pennsylvania Ave NW,W21701,Casual
598241,2017/1/8 18:11,2017/1/8 18:21,7th & R St NW / Shaw Library,3rd & H St NE,W22206,Member
578241,2017/1/8 18:11,2017/1/8 18:21,16th & Irving St NW,Georgia & New Hampshire Ave NW,W21080,Member
551628,2017/1/8 18:13,2017/1/8 18:22,Mount Vernon Ave & Kennedy St,S Glebe & Potomac Ave,W00630,Member
556713,2017/1/8 18:13,2017/1/8 18:22,Mount Vernon Ave & Kennedy St,S Glebe & Potomac Ave,W20876,Member
543864,2017/1/8 18:13,2017/1/8 18:22,11th & F St NW,17th & K St NW,W00980,Member
1039173,2017/1/8 18:13,2017/1/8 18:30,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,N Lynn St & Fairfax Dr,W22536,Member
696640,2017/1/8 18:13,2017/1/8 18:25,1st & Rhode Island Ave NW,7th & T St NW,W22507,Casual
502000,2017/1/8 18:13,2017/1/8 18:22,10th & U St NW,New Hampshire Ave & T St NW,W00471,Member
188121,2017/1/8 18:14,2017/1/8 18:17,Eastern Market / 7th & North Carolina Ave SE,3rd & D St SE,W22636,Member
298082,2017/1/8 18:14,2017/1/8 18:19,14th & Rhode Island Ave NW,17th & Corcoran St NW,W21951,Member
359036,2017/1/8 18:14,2017/1/8 18:20,8th & O St NW,Florida Ave & R St NW,W22095,Member
717229,2017/1/8 18:15,2017/1/8 18:27,4th St & Madison Dr NW,11th & O St NW,W22578,Member
1106132,2017/1/8 18:15,2017/1/8 18:33,Vermont Ave & I St NW,Columbus Circle / Union Station,W21216,Member
440610,2017/1/8 18:15,2017/1/8 18:23,New Jersey Ave & N St NW/Dunbar HS,7th & T St NW,W00422,Member
807640,2017/1/8 18:16,2017/1/8 18:29,14th & Girard St NW,5th & K St NW,W20376,Member
209227,2017/1/8 18:16,2017/1/8 18:20,Columbus Circle / Union Station,D St & Maryland Ave NE,W01173,Member
401832,2017/1/8 18:20,2017/1/8 18:27,18th & R St NW,12th & U St NW,W01206,Member
283945,2017/1/8 18:20,2017/1/8 18:25,8th & F St NE,Columbus Circle / Union Station,W22046,Member
1244173,2017/1/8 18:21,2017/1/8 18:41,Vermont Ave & I St NW,North Capitol St & F St NW,W00385,Casual
1111073,2017/1/8 18:21,2017/1/8 18:40,Rhode Island Ave & V St NE,Park Rd & Holmead Pl NW,W20148,Member
336365,2017/1/8 18:21,2017/1/8 18:27,Florida Ave & R St NW,3rd & M St NE,W22095,Member
328000,2017/1/8 18:23,2017/1/8 18:28,D St & Maryland Ave NE,North Capitol St & F St NW,W22332,Member
172154,2017/1/8 18:25,2017/1/8 18:28,Adams Mill & Columbia Rd NW,15th & Euclid St  NW,W22495,Member
289717,2017/1/8 18:25,2017/1/8 18:30,14th & V St NW,18th St & Wyoming Ave NW,W21206,Member
336218,2017/1/8 18:27,2017/1/8 18:32,8th & O St NW,10th & U St NW,W23250,Member
669676,2017/1/8 18:27,2017/1/8 18:38,Ballston Metro / N Stuart & 9th St N,Barton St & 10th St N,W23146,Member
258278,2017/1/8 18:27,2017/1/8 18:31,Adams Mill & Columbia Rd NW,18th St & Wyoming Ave NW,W00643,Member
110861,2017/1/8 18:27,2017/1/8 18:29,15th & Euclid St  NW,14th & Belmont St NW,W20935,Member
569865,2017/1/8 18:28,2017/1/8 18:37,New Hampshire Ave & T St NW,8th & O St NW,W20287,Member
524229,2017/1/8 18:28,2017/1/8 18:36,15th & W St NW,18th & M St NW,W20350,Member
211850,2017/1/8 18:28,2017/1/8 18:32,Calvert St & Woodley Pl NW,Adams Mill & Columbia Rd NW,W22630,Member
427068,2017/1/8 18:28,2017/1/8 18:35,7th & R St NW / Shaw Library,5th & K St NW,W20961,Member
541861,2017/1/8 18:29,2017/1/8 18:38,15th & Euclid St  NW,11th & O St NW,W22173,Member
474038,2017/1/8 18:29,2017/1/8 18:37,15th & P St NW,19th & G St NW,W21558,Member
747273,2017/1/8 18:30,2017/1/8 18:42,17th & Corcoran St NW,1st & M St NE,W22861,Member
252260,2017/1/8 18:30,2017/1/8 18:34,17th St & Massachusetts Ave NW,19th & L St NW,W22587,Member
190604,2017/1/8 18:31,2017/1/8 18:34,1st & O St NW,1st & Rhode Island Ave NW,W20539,Member
405830,2017/1/8 18:32,2017/1/8 18:39,1st & K St SE,1st & K St SE,W22598,Member
593230,2017/1/8 18:34,2017/1/8 18:44,Vermont Ave & I St NW,5th & K St NW,W21532,Member
409669,2017/1/8 18:34,2017/1/8 18:41,Rhode Island Ave Metro,18th St & Rhode Island Ave NE,W20589,Casual
913747,2017/1/8 18:35,2017/1/8 18:50,Thomas Circle,Thomas Circle,W21520,Member
575307,2017/1/8 18:38,2017/1/8 18:47,11th & O St NW,19th & L St NW,W22578,Member
174640,2017/1/8 18:38,2017/1/8 18:41,3rd & D St SE,Eastern Market / 7th & North Carolina Ave SE,W00151,Member
1036563,2017/1/8 18:38,2017/1/8 18:55,Park Rd & Holmead Pl NW,4th & D St NW / Judiciary Square,W22908,Member
161292,2017/1/8 18:38,2017/1/8 18:41,15th & P St NW,16th & R St NW,W01396,Member
884808,2017/1/8 18:39,2017/1/8 18:54,Wisconsin Ave & Brandywine St NW,Wisconsin Ave & Brandywine St NW,W23227,Member
401827,2017/1/8 18:40,2017/1/8 18:46,8th & O St NW,8th & O St NW,W20287,Member
199517,2017/1/8 18:40,2017/1/8 18:44,Rhode Island & Connecticut Ave NW,14th & Rhode Island Ave NW,W22010,Member
464111,2017/1/8 18:41,2017/1/8 18:49,10th & Florida Ave NW,Georgia & New Hampshire Ave NW,W22555,Member
268562,2017/1/8 18:42,2017/1/8 18:47,10th & U St NW,16th & R St NW,W23250,Member
426243,2017/1/8 18:42,2017/1/8 18:49,Rhode Island & Connecticut Ave NW,14th & R St NW,W00078,Member
274794,2017/1/8 18:42,2017/1/8 18:47,14th & D St SE,15th & East Capitol St NE,W22295,Member
528958,2017/1/8 18:43,2017/1/8 18:52,8th & H St NW,14th & R St NW,W20068,Member
436188,2017/1/8 18:43,2017/1/8 18:51,New Hampshire Ave & T St NW,New Hampshire Ave & T St NW,W23114,Member
293823,2017/1/8 18:43,2017/1/8 18:48,15th & P St NW,8th & O St NW,W01339,Member
333429,2017/1/8 18:45,2017/1/8 18:50,New Hampshire Ave & T St NW,15th & P St NW,W22321,Member
853463,2017/1/8 18:45,2017/1/8 18:59,Ballenger Ave & Dulaney St,Duke St & John Carlyle St,W22777,Member
410834,2017/1/8 18:46,2017/1/8 18:53,17th & G St NW,20th & O St NW / Dupont South,W00060,Casual
474809,2017/1/8 18:46,2017/1/8 18:54,17th & K St NW,11th & F St NW,W00016,Member
346018,2017/1/8 18:47,2017/1/8 18:52,12th & L St NW,8th & H St NW,W22563,Member
273292,2017/1/8 18:47,2017/1/8 18:52,15th & P St NW,7th & T St NW,W22110,Member
634426,2017/1/8 18:48,2017/1/8 18:58,Georgia Ave & Emerson St NW,Park Rd & Holmead Pl NW,W22482,Member
463789,2017/1/8 18:49,2017/1/8 18:57,2nd St & Massachusetts Ave NE,1st & M St NE,W21819,Member
631375,2017/1/8 18:49,2017/1/8 19:00,14th & Upshur St NW,14th St & Colorado Ave NW,W21504,Member
357520,2017/1/8 18:51,2017/1/8 18:57,2nd St & Massachusetts Ave NE,1st & M St NE,W20812,Member
763121,2017/1/8 18:51,2017/1/8 19:04,21st & M St NW,5th St & Massachusetts Ave NW,W20560,Member
522074,2017/1/8 18:52,2017/1/8 19:00,5th & K St NW,6th & K St NE,W21532,Member
995289,2017/1/8 18:52,2017/1/8 19:08,8th & H St NW,14th & V St NW,W20571,Member
914578,2017/1/8 18:52,2017/1/8 19:07,7th & T St NW,7th & T St NW,W20503,Member
207015,2017/1/8 18:52,2017/1/8 18:56,Georgia & New Hampshire Ave NW,14th St & Spring Rd NW,W22555,Member
425668,2017/1/8 18:53,2017/1/8 19:00,S Joyce & 16th St S,Eads & 22nd St S,W00351,Member
1020427,2017/1/8 18:55,2017/1/8 19:12,8th & H St NW,M St & Pennsylvania Ave NW,W21316,Member
228040,2017/1/8 18:55,2017/1/8 18:59,2nd St & Massachusetts Ave NE,4th & East Capitol St NE,W20363,Member
1109167,2017/1/8 18:55,2017/1/8 19:13,26th & S Clark St,26th & S Clark St,W21914,Member
215046,2017/1/8 18:57,2017/1/8 19:00,19th & L St NW,22nd & I St NW / Foggy Bottom,W20379,Member
382005,2017/1/8 18:57,2017/1/8 19:03,5th St & Massachusetts Ave NW,10th & E St NW,W22212,Member
159168,2017/1/8 18:57,2017/1/8 18:59,Bethesda Metro,Woodmont Ave & Strathmore St,W20680,Member
356897,2017/1/8 18:57,2017/1/8 19:03,5th St & Massachusetts Ave NW,10th & E St NW,W21574,Member
141312,2017/1/8 18:57,2017/1/8 18:59,Massachusetts Ave & Dupont Circle NW,17th St & Massachusetts Ave NW,W20813,Member
701685,2017/1/8 18:57,2017/1/8 19:09,14th & V St NW,5th & K St NW,W21295,Member
98562,2017/1/8 18:57,2017/1/8 18:59,Columbia Rd & Georgia Ave NW,Columbia Rd & Georgia Ave NW,W20108,Member
858986,2017/1/8 18:58,2017/1/8 19:12,7th & R St NW / Shaw Library,Park Rd & Holmead Pl NW,W20250,Member
227486,2017/1/8 18:58,2017/1/8 19:02,14th & V St NW,New Hampshire Ave & T St NW,W01447,Member
890940,2017/1/8 18:58,2017/1/8 19:13,4th & C St SW,Jefferson Dr & 14th St SW,W21281,Member
391915,2017/1/8 18:59,2017/1/8 19:06,Columbia Rd & Georgia Ave NW,10th & U St NW,W01223,Member
386455,2017/1/8 19:01,2017/1/8 19:07,14th & R St NW,New Jersey Ave & R St NW,W00078,Member
196759,2017/1/8 19:01,2017/1/8 19:04,4th & East Capitol St NE,Eastern Market / 7th & North Carolina Ave SE,W20363,Member
495528,2017/1/8 19:03,2017/1/8 19:11,17th & G St NW,New Hampshire Ave & T St NW,W00221,Member
2329032,2017/1/8 19:05,2017/1/8 19:44,Connecticut & Nebraska Ave NW,14th St & New York Ave NW,W21221,Member
260601,2017/1/8 19:05,2017/1/8 19:09,D St & Maryland Ave NE,3rd & H St NE,W21472,Member
504812,2017/1/8 19:06,2017/1/8 19:15,Metro Center / 12th & G St NW,14th & R St NW,W01481,Member
627779,2017/1/8 19:08,2017/1/8 19:18,16th & Harvard St NW,20th & O St NW / Dupont South,W01500,Casual
187102,2017/1/8 19:08,2017/1/8 19:11,Adams Mill & Columbia Rd NW,Calvert St & Woodley Pl NW,W22630,Member
488332,2017/1/8 19:08,2017/1/8 19:16,22nd & P ST NW,18th St & Wyoming Ave NW,W20022,Member
406039,2017/1/8 19:08,2017/1/8 19:15,Eads & 22nd St S,S Joyce & 16th St S,W00991,Member
228230,2017/1/8 19:10,2017/1/8 19:14,Ballston Metro / N Stuart & 9th St N,N Quincy St & Glebe Rd,W20622,Member
374238,2017/1/8 19:11,2017/1/8 19:17,34th & Water St NW,Kennedy Center,W22225,Member
403058,2017/1/8 19:12,2017/1/8 19:19,Calvert St & Woodley Pl NW,16th & Harvard St NW,W20758,Member
623695,2017/1/8 19:12,2017/1/8 19:23,1st & M St NE,4th & East Capitol St NE,W00352,Member
227286,2017/1/8 19:13,2017/1/8 19:17,New Hampshire Ave & T St NW,20th St & Florida Ave NW,W00084,Member
237245,2017/1/8 19:13,2017/1/8 19:17,17th & K St NW / Farragut Square,New York Ave & 15th St NW,W01226,Member
172461,2017/1/8 19:14,2017/1/8 19:17,3rd & H St NE,Columbus Circle / Union Station,W20504,Member
293786,2017/1/8 19:14,2017/1/8 19:19,1st & Rhode Island Ave NW,7th & T St NW,W20539,Member
1015083,2017/1/8 19:15,2017/1/8 19:32,15th & Euclid St  NW,9th & Upshur St NW,W00888,Member
355916,2017/1/8 19:15,2017/1/8 19:21,1st & K St SE,4th & M St SW,W22598,Member
528617,2017/1/8 19:15,2017/1/8 19:24,11th & F St NW,8th & O St NW,W20439,Member
1019558,2017/1/8 19:15,2017/1/8 19:32,Jefferson Dr & 14th St SW,Jefferson Memorial,W21281,Member
514409,2017/1/8 19:15,2017/1/8 19:24,11th & F St NW,8th & O St NW,W01014,Member
224124,2017/1/8 19:16,2017/1/8 19:20,California St & Florida Ave NW,14th & V St NW,W22397,Member
839567,2017/1/8 19:18,2017/1/8 19:32,M St & Pennsylvania Ave NW,14th & Rhode Island Ave NW,W21372,Member
617687,2017/1/8 19:18,2017/1/8 19:29,15th & P St NW,Columbia Rd & Belmont St NW,W01462,Member
135220,2017/1/8 19:19,2017/1/8 19:21,Anacostia Metro,Pleasant St & MLK Ave SE,W22741,Member
384032,2017/1/8 19:20,2017/1/8 19:27,14th & V St NW,7th & R St NW / Shaw Library,W22130,Member
1523015,2017/1/8 19:21,2017/1/8 19:47,4th & M St SW,4th & M St SW,W22598,Member
461329,2017/1/8 19:22,2017/1/8 19:30,14th & Rhode Island Ave NW,14th & V St NW,W21334,Member
861775,2017/1/8 19:22,2017/1/8 19:36,1st & Rhode Island Ave NW,20th St & Florida Ave NW,W22018,Member
209626,2017/1/8 19:23,2017/1/8 19:26,14th & Girard St NW,14th & V St NW,W21856,Member
631784,2017/1/8 19:23,2017/1/8 19:34,5th & K St NW,16th & R St NW,W21944,Member
114564,2017/1/8 19:24,2017/1/8 19:26,Duke St & John Carlyle St,Ballenger Ave & Dulaney St,W22777,Member
313610,2017/1/8 19:24,2017/1/8 19:29,11th & Kenyon St NW,Lamont & Mt Pleasant NW,W21555,Member
162931,2017/1/8 19:26,2017/1/8 19:28,Eckington Pl & Q St NE,3rd & M St NE,W22305,Member
1288734,2017/1/8 19:26,2017/1/8 19:47,21st & M St NW,11th & Kenyon St NW,W00401,Member
500454,2017/1/8 19:27,2017/1/8 19:35,7th & R St NW / Shaw Library,15th & P St NW,W22130,Member
398489,2017/1/8 19:28,2017/1/8 19:35,4th & East Capitol St NE,3rd & G St SE,W22747,Member
598324,2017/1/8 19:29,2017/1/8 19:39,34th & Water St NW,Massachusetts Ave & Dupont Circle NW,W22366,Member
1089542,2017/1/8 19:30,2017/1/8 19:48,Kennedy Center,7th & T St NW,W22225,Member
540870,2017/1/8 19:32,2017/1/8 19:41,Massachusetts Ave & Dupont Circle NW,11th & M St NW,W22102,Member
629260,2017/1/8 19:32,2017/1/8 19:42,14th & Rhode Island Ave NW,25th St & Pennsylvania Ave NW,W21465,Member
420578,2017/1/8 19:32,2017/1/8 19:39,19th & L St NW,17th St & Massachusetts Ave NW,W22578,Member
257579,2017/1/8 19:32,2017/1/8 19:36,New Hampshire Ave & T St NW,15th & P St NW,W00471,Member
529358,2017/1/8 19:32,2017/1/8 19:41,4th & W St NE,3rd & M St NE,W20888,Member
256206,2017/1/8 19:32,2017/1/8 19:37,7th & T St NW,1st & Rhode Island Ave NW,W20539,Member
333534,2017/1/8 19:33,2017/1/8 19:39,L'Enfant Plaza / 7th & C St SW,Maine Ave & 7th St SW,W20542,Member
115562,2017/1/8 19:33,2017/1/8 19:35,17th & Corcoran St NW,18th & R St NW,W21175,Member
206579,2017/1/8 19:33,2017/1/8 19:37,Crystal City Metro / 18th & Bell St,Eads & 22nd St S,W22328,Member
527383,2017/1/8 19:34,2017/1/8 19:43,12th & L St NW,10th & U St NW,W22301,Member
390630,2017/1/8 19:36,2017/1/8 19:43,Florida Ave & R St NW,5th & K St NW,W00345,Member
489976,2017/1/8 19:37,2017/1/8 19:46,Washington & Independence Ave SW/HHS,4th & East Capitol St NE,W22034,Member
308531,2017/1/8 19:38,2017/1/8 19:43,North Capitol St & F St NW,2nd & G St NE,W00385,Member
800324,2017/1/8 19:38,2017/1/8 19:51,Convention Center / 7th & M St NW,22nd & P ST NW,W22837,Member
185726,2017/1/8 19:39,2017/1/8 19:42,1st & Rhode Island Ave NW,1st & O St NW,W21746,Member
576520,2017/1/8 19:39,2017/1/8 19:48,New Hampshire Ave & T St NW,17th & K St NW / Farragut Square,W00439,Member
207110,2017/1/8 19:39,2017/1/8 19:42,3rd & D St SE,Eastern Market / 7th & North Carolina Ave SE,W22636,Member
1607140,2017/1/8 19:39,2017/1/8 20:06,22nd & I St NW / Foggy Bottom,S Joyce & Army Navy Dr,W20298,Member
313138,2017/1/8 19:41,2017/1/8 19:46,Massachusetts Ave & Dupont Circle NW,15th & P St NW,W00346,Member
877531,2017/1/8 19:42,2017/1/8 19:57,10th & K St NW,24th & N St NW,W21321,Member
706792,2017/1/8 19:44,2017/1/8 19:56,Convention Center / 7th & M St NW,Convention Center / 7th & M St NW,W22761,Member
312998,2017/1/8 19:44,2017/1/8 19:49,12th & U St NW,15th & P St NW,W01206,Member
335800,2017/1/8 19:46,2017/1/8 19:52,Eastern Market / 7th & North Carolina Ave SE,14th & D St SE,W22253,Member
223028,2017/1/8 19:46,2017/1/8 19:50,17th & Corcoran St NW,14th & R St NW,W21628,Member
300847,2017/1/8 19:46,2017/1/8 19:51,California St & Florida Ave NW,20th & O St NW / Dupont South,W22712,Member
98910,2017/1/8 19:47,2017/1/8 19:48,Columbia Rd & Belmont St NW,Adams Mill & Columbia Rd NW,W21666,Member
383091,2017/1/8 19:49,2017/1/8 19:56,11th & O St NW,10th & U St NW,W00187,Member
379700,2017/1/8 19:49,2017/1/8 19:56,11th & O St NW,10th & U St NW,W22173,Member
1214233,2017/1/8 19:50,2017/1/8 20:10,Tenleytown / Wisconsin Ave & Albemarle St NW,Wisconsin Ave & Brandywine St NW,W22755,Member
1140819,2017/1/8 19:50,2017/1/8 20:09,14th & R St NW,4th & M St SW,W21229,Member
604689,2017/1/8 19:50,2017/1/8 20:00,S Glebe & Potomac Ave,Mount Vernon Ave & Kennedy St,W00630,Member
606006,2017/1/8 19:50,2017/1/8 20:00,S Glebe & Potomac Ave,Mount Vernon Ave & Kennedy St,W20876,Member
287554,2017/1/8 19:50,2017/1/8 19:55,15th & P St NW,New Hampshire Ave & T St NW,W00471,Member
371294,2017/1/8 19:53,2017/1/8 20:00,15th & P St NW,California St & Florida Ave NW,W22130,Member
372722,2017/1/8 19:53,2017/1/8 20:00,Potomac Greens Dr & Slaters Ln,Braddock Rd Metro,W22889,Casual
292886,2017/1/8 19:55,2017/1/8 19:59,8th & F St NE,3rd & H St NE,W21302,Member
166731,2017/1/8 19:57,2017/1/8 20:00,14th & Belmont St NW,15th & W St NW,W00462,Member
341052,2017/1/8 19:57,2017/1/8 20:03,22nd & I St NW / Foggy Bottom,Massachusetts Ave & Dupont Circle NW,W20379,Member
319088,2017/1/8 19:58,2017/1/8 20:03,New Hampshire Ave & T St NW,7th & T St NW,W00471,Member
1161448,2017/1/8 19:58,2017/1/8 20:17,14th & Irving St NW,4th & M St SW,W21215,Member
344601,2017/1/8 19:58,2017/1/8 20:04,3rd & H St NE,D St & Maryland Ave NE,W23197,Member
698682,2017/1/8 19:58,2017/1/8 20:10,8th & O St NW,Columbus Circle / Union Station,W01014,Member
593166,2017/1/8 20:00,2017/1/8 20:10,14th & Belmont St NW,14th St & Spring Rd NW,W22112,Member
266296,2017/1/8 20:01,2017/1/8 20:05,18th St & Wyoming Ave NW,17th & Corcoran St NW,W21206,Member
412553,2017/1/8 20:01,2017/1/8 20:08,22nd & P ST NW,11th & M St NW,W20851,Member
311033,2017/1/8 20:03,2017/1/8 20:08,14th & G St NW,14th & Rhode Island Ave NW,W21943,Member
1050529,2017/1/8 20:03,2017/1/8 20:21,8th & H St NW,California St & Florida Ave NW,W22780,Casual
363056,2017/1/8 20:03,2017/1/8 20:10,Park Rd & Holmead Pl NW,Georgia & New Hampshire Ave NW,W20250,Member
196188,2017/1/8 20:04,2017/1/8 20:07,16th & Irving St NW,11th & Kenyon St NW,W20231,Member
202566,2017/1/8 20:04,2017/1/8 20:08,Park Rd & Holmead Pl NW,16th & Harvard St NW,W20148,Member
334953,2017/1/8 20:06,2017/1/8 20:11,15th & W St NW,15th & P St NW,W21615,Member
169931,2017/1/8 20:06,2017/1/8 20:09,14th & Irving St NW,11th & Kenyon St NW,W22643,Member
269998,2017/1/8 20:06,2017/1/8 20:11,3rd & D St SE,3rd & Tingey St SE,W22966,Member
647227,2017/1/8 20:07,2017/1/8 20:18,3000 Connecticut Ave NW / National Zoo,19th & K St NW,W23151,Member
288196,2017/1/8 20:08,2017/1/8 20:13,3rd & H St NE,8th & F St NE,W21302,Member
1262919,2017/1/8 20:09,2017/1/8 20:30,10th & G St NW,1st & M St NE,W01029,Member
242697,2017/1/8 20:10,2017/1/8 20:14,New Hampshire Ave & T St NW,14th & V St NW,W23114,Member
279185,2017/1/8 20:10,2017/1/8 20:15,7th & T St NW,14th & Rhode Island Ave NW,W22110,Member
439505,2017/1/8 20:11,2017/1/8 20:19,3rd & Tingey St SE,4th & M St SW,W23099,Member
326157,2017/1/8 20:12,2017/1/8 20:17,North Capitol St & F St NW,D St & Maryland Ave NE,W21220,Member
800343,2017/1/8 20:12,2017/1/8 20:25,14th & V St NW,New York Ave & 15th St NW,W20571,Member
273472,2017/1/8 20:13,2017/1/8 20:18,14th & D St SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W01292,Member
1518884,2017/1/8 20:14,2017/1/8 20:39,7th & T St NW,C & O Canal & Wisconsin Ave NW,W00471,Member
264632,2017/1/8 20:14,2017/1/8 20:18,Massachusetts Ave & Dupont Circle NW,New Hampshire Ave & T St NW,W20774,Member
579708,2017/1/8 20:14,2017/1/8 20:24,Constitution Ave & 2nd St NW/DOL,17th & K St NW / Farragut Square,W20829,Member
